Marca,Modelo,Ano,Motor,Transmision,Parte,Clima,Alto,Ancho,Observaciones
CHEVROLET,SONIC,2014,L4 1.4,Automática,95160949,Con clima,24 7/16,15 9/16,TURBO
CHEVROLET,SONIC,2015,L4 1.6,Automática,95460096,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2015,L4 1.6,Automática,95460095,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2015,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2015,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2015,L4 1.4,Automática,95160949,Con clima,24 7/16,15 9/16,TURBO
CHEVROLET,SONIC,2016,L4 1.6,Automática,95460096,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2016,L4 1.6,Automática,95460095,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2016,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2016,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2016,L4 1.4,Automática,95160949,Con clima,24 7/16,15 9/16,TURBO
CHEVROLET,SONIC,2017,L4 1.6,Automática,95460096,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2017,L4 1.6,Automática,95460095,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2017,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2017,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2017,L4 1.4,Automática,95160949,Con clima,24 7/16,15 9/16,TURBO
CHEVROLET,SONIC,2018,L4 1.6,Automática,95460096,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2018,L4 1.6,Automática,95460095,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2018,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2018,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,SONIC,2018,L4 1.4,Automática,95160949,Con clima,24 7/16,15 9/16,TURBO
,,,,,,,,,
CHEVROLET,SPARK,2011,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,
CHEVROLET,SPARK,2012,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,
CHEVROLET,SPARK,2013,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,
CHEVROLET,SPARK,2014,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,
CHEVROLET,SPARK,2015,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,
CHEVROLET,SPARK,2016,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,CLASSIC
CHEVROLET,SPARK NG/ LT,2016,L4 1.4,Automática,42349018,Con clima,23 5/8,15 3/4,
CHEVROLET,SPARK,2017,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,CLASSIC
CHEVROLET,SPARK NG/ LT,2017,L4 1.4,Automática,42349018,Con clima,23 5/8,15 3/4,
CHEVROLET,SPARK,2018,L4 1.2,Estándar,96676341,Con clima,17 11/16,15 1/2,CLASSIC
CHEVROLET,SPARK NG/ LT,2018,L4 1.4,Automática,42349018,Con clima,23 5/8,15 3/4,
CHEVROLET,SPARK NG/ LT,2019,L4 1.4,Automática,42349018,Con clima,23 5/8,15 3/4,
CHEVROLET,SPARK NG/ LT,2020,L4 1.4,Automática,42349018,Con clima,23 5/8,15 3/4,
CHEVROLET,SPARK NG/ LT,2021,L4 1.4,Automática,42349018,Con clima,23 5/8,15 3/4,
,,,,,,,,,
CHEVROLET,SUBURBAN / SONORA / TAHOE,1992,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1992,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1993,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1993,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1994,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1994,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1995,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1995,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1996,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1996,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1997,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1997,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1998,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1998,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1999,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/4,"1"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,1999,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/4,"2"" GROSOR."
CHEVROLET,SUBURBAN / SONORA / TAHOE,2000,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2001,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2002,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2003,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2004,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2005,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2006,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2007,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2008,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2009,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2010,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2011,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2012,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2013,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2014,V8 5.3 6.0,Automática,432306,Con clima,34,17 1/2,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2014,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2015,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2016,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2017,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2018,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2019,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
CHEVROLET,SUBURBAN / SONORA / TAHOE,2020,V8 5.3 6.0 6.2,Automática,23445967,Con clima,34,16 3/4,
,,,,,,,,,
CHEVROLET,TORNADO,2002,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2003,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2004,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2005,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2006,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2007,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2008,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2009,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2010,L4 1.8,Estándar,M-12577,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2011,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2012,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2013,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2014,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2015,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2016,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2017,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2018,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2019,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
CHEVROLET,TORNADO,2020,L4 1.8,Estándar,94715935,Con clima,21 1/4,14 7/8,
,,,,,,,,,
CHEVROLET,TRACKER,1989,L4 1.6,Automática,431208,Con clima,14 3/4,20,
CHEVROLET,TRACKER,1990,L4 1.6,Automática,431208,Con clima,14 3/4,20,
CHEVROLET,TRACKER,1991,L4 1.6,Automática,431208,Con clima,14 3/4,20,
CHEVROLET,TRACKER,1992,L4 1.6,Automática,431208,Con clima,14 3/4,20,
CHEVROLET,TRACKER,1993,L4 1.6,Automática,431208,Con clima,14 3/4,20,
CHEVROLET,TRACKER,1994,L4 1.6,Automática,431436,Con clima,16 13/16,19 3/16,
CHEVROLET,TRACKER,19994,L4 1.6,Automática,432281,Con clima,14 3/4,19 1/4,
CHEVROLET,TRACKER,1995,L4 1.6,Automática,431436,Con clima,16 13/16,19 3/16,
CHEVROLET,TRACKER,1995,L4 1.6,Automática,432281,Con clima,14 3/4,19 1/4,
CHEVROLET,TRACKER,1996,L4 1.6,Automática,431436,Con clima,16 13/16,19 3/16,
CHEVROLET,TRACKER,1996,L4 1.6,Automática,432281,Con clima,14 3/4,19 1/4,
CHEVROLET,TRACKER,1997,L4 1.6,Automática,431436,Con clima,16 13/16,19 3/16,
CHEVROLET,TRACKER,1997,L4 1.6,Automática,432281,Con clima,14 3/4,19 1/4,
CHEVROLET,TRACKER,1998,L4 1.6,Automática,431436,Con clima,16 13/16,19 3/16,
CHEVROLET,TRACKER,1998,L4 1.6,Automática,432281,Con clima,14 3/4,19 1/4,
CHEVROLET,TRACKER,1999,L4 2.0,Automática,432327,Con clima,16 3/4,20 3/4,
CHEVROLET,TRACKER,2000,L4 2.0,Automática,432327,Con clima,16 3/4,20 3/4,
CHEVROLET,TRACKER,2001,L4 2.0,Automática,432327,Con clima,16 3/4,20 3/4,
CHEVROLET,TRACKER,2002,L4 2.0,Automática,432327,Con clima,16 3/4,20 3/4,
CHEVROLET,TRACKER,2003,L4 2.0,Automática,432327,Con clima,16 3/4,20 3/4,
,,,,,,,,,
CHEVROLET,TRAILBLAZER,2002,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2003,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2003,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2004,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2004,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2005,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2005,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2006,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2006,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2007,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2007,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2008,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2008,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2009,L6 4.2,Automática,432403,Con clima,17 5/8,27 1/4,
CHEVROLET,TRAILBLAZER,2009,V8 5.3,Automática,432405,Con clima,17 5/8,27 1/4,
,,,,,,,,,
CHEVROLET,TRAVERSE,2007,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2008,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2009,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2010,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2011,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2012,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2013,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2014,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2015,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2016,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
CHEVROLET,TRAVERSE,2017,V6 3.6,Automática,438142,Con clima,27 9/16,18 13/16,
,,,,,,,,,
CHEVROLET,TRAX,2012,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2012,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2013,L4 1.4,Automática,4113361,Con clima,24 1/2,19 3/16,TURBO
CHEVROLET,TRAX,2013,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2013,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2013,L4 1.4,Automática,4113361,Con clima,24 1/2,19 3/16,TURBO
CHEVROLET,TRAX,2014,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2014,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2014,L4 1.4,Automática,4113361,Con clima,24 1/2,19 3/16,TURBO
CHEVROLET,TRAX,2015,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2015,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2015,L4 1.4,Automática,4113361,Con clima,24 1/2,19 3/16,TURBO
CHEVROLET,TRAX,2016,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2016,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2016,L4 1.4,Automática,4113361,Con clima,24 1/2,19 3/16,TURBO
CHEVROLET,TRAX,2017,L4 1.8,Automática,95022258,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2017,L4 1.8,Estándar,95022259,Con clima,22 13/16,15 1/4,
CHEVROLET,TRAX,2017,L4 1.4,Automática,4113361,Con clima,24 1/2,19 3/16,TURBO
,,,,,,,,,
CHEVROLET,UPLANDER,2001,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,UPLANDER,2002,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,UPLANDER,2003,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,UPLANDER,2004,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,UPLANDER,2005,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,UPLANDER,2006,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,UPLANDER,2006,V6 3.9,Automática,438138,Con clima,30 1/2,14 1/8,
CHEVROLET,UPLANDER,2007,V6 3.9,Automática,438138,Con clima,30 1/2,14 1/8,
CHEVROLET,UPLANDER,2008,V6 3.9,Automática,438138,Con clima,30 1/2,14 1/8,
CHEVROLET,UPLANDER,2009,V6 3.9,Automática,438138,Con clima,30 1/2,14 1/8,
CHEVROLET,UPLANDER,2010,V6 3.9,Automática,438138,Con clima,30 1/2,14 1/8,
,,,,,,,,,
CHEVROLET,VANETTE P-30,1992,V8 350,Estándar,63141,Con clima,28 5/16,19 3/16,
CHEVROLET,VANETTE P-30,1993,V8 350,Estándar,63141,Con clima,28 5/16,19 3/16,
CHEVROLET,VANETTE P-30,1994,V8 350,Estándar,63141,Con clima,28 5/16,19 3/16,
CHEVROLET,VANETTE P-30,1995,V8 350,Estándar,63141,Con clima,28 5/16,19 3/16,
CHEVROLET,VANETTE P-30,1996,V8 350,Estándar,63141,Con clima,28 5/16,19 3/16,
CHEVROLET,VANETTE P-30,1997,V8 350,Estándar,63141,Con clima,28 5/16,19 3/16,
,,,,,,,,,
CHEVROLET,VECTRA,2003,"L4 2.2, V6 3.2",Automática,24418341,Con clima,25 5/8,15 3/4,
CHEVROLET,VECTRA,2004,"L4 2.2, V6 3.2",Automática,24418341,Con clima,25 5/8,15 3/4,
CHEVROLET,VECTRA,2005,"L4 2.2, V6 3.2",Automática,24418341,Con clima,25 5/8,15 3/4,
CHEVROLET,VECTRA,2006,"L4 2.2, V6 3.2",Automática,24418341,Con clima,25 5/8,15 3/4,
CHEVROLET,VECTRA,2007,"L4 2.2, V6 3.2",Automática,24418341,Con clima,25 5/8,15 3/4,
CHEVROLET,VECTRA,2008,"L4 2.2, V6 3.2",Automática,24418341,Con clima,25 5/8,15 3/4,
,,,,,,,,,
CHEVROLET,VENTURE,1997,V6 3.4,Automática,432385,Con clima,30 1/2,15,
CHEVROLET,VENTURE,1998,V6 3.4,Automática,432385,Con clima,30 1/2,15,
CHEVROLET,VENTURE,1999,V6 3.4,Automática,432385,Con clima,30 1/2,15,
CHEVROLET,VENTURE,2000,V6 3.4,Automática,432385,Con clima,30 1/2,15,
CHEVROLET,VENTURE,2001,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,VENTURE,2002,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,VENTURE,2003,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,VENTURE,2004,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
CHEVROLET,VENTURE,2005,V6 3.4,Automática,432351,Con clima,30 5/16,14 13/16,
,,,,,,,,,
CHEVROLET,ZAFIRA,2000,"L4 1.8,2.0,2.2",Automática,7671302,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2000,"L4 1.8,2.0,2.2",Estándar,M-555,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2000,"L4 1.8,2.0,2.2",Automática,14309,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2001,"L4 1.8,2.0,2.2",Automática,7671302,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2001,"L4 1.8,2.0,2.2",Estándar,M-555,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2002,"L4 1.8,2.0,2.2",Automática,14309,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2002,"L4 1.8,2.0,2.2",Automática,7671302,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2002,"L4 1.8,2.0,2.2",Estándar,M-555,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2002,"L4 1.8,2.0,2.2",Automática,14309,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2003,"L4 1.8,2.0,2.2",Automática,7671302,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2003,"L4 1.8,2.0,2.2",Estándar,M-555,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2003,"L4 1.8,2.0,2.2",Automática,14309,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2004,"L4 1.8,2.0,2.2",Automática,7671302,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2004,"L4 1.8,2.0,2.2",Estándar,M-555,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2004,"L4 1.8,2.0,2.2",Automática,14309,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2005,"L4 1.8,2.0,2.2",Automática,7671302,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2005,"L4 1.8,2.0,2.2",Estándar,M-555,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2005,"L4 1.8,2.0,2.2",Automática,14309,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2006,"L4 1.8,2.0,2.2",Automática,42025A,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2006,"L4 1.8,2.0,2.2",Automática,42019,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2007,"L4 1.8,2.0,2.2",Automática,42025A,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2007,"L4 1.8,2.0,2.2",Automática,42019,Sin clima,21 1/4,14 3/4,
CHEVROLET,ZAFIRA,2008,"L4 1.8,2.0,2.2",Automática,42025A,Con clima,23 5/8,14 3/4,
CHEVROLET,ZAFIRA,2008,"L4 1.8,2.0,2.2",Automática,42019,Sin clima,21 1/4,14 3/4,
,,,,,,,,,
,,,,,,,,,
CHRYSLER / DODGE,200,2011,L4 2.4,Automática,438144,Con clima,27 5/8,16 1/9,
CHRYSLER / DODGE,200,2012,L4 2.4,Automática,438144,Con clima,27 5/8,16 1/9,
CHRYSLER / DODGE,200,2013,L4 2.4,Automática,438144,Con clima,27 5/8,16 1/9,
CHRYSLER / DODGE,200,2014,L4 2.4,Automática,438144,Con clima,27 5/8,16 1/9,
,,,,,,,,,
CHRYSLER / DODGE,300,1999,V6 3.5,Automática,431409,Con clima,26 5/8,14 7/8,
CHRYSLER / DODGE,300,2000,V6 3.5,Automática,431409,Con clima,26 5/8,14 7/8,
CHRYSLER / DODGE,300,2001,V6 3.5,Automática,431409,Con clima,26 5/8,14 7/8,
CHRYSLER / DODGE,300,2002,V6 3.5,Automática,431409,Con clima,26 5/8,14 7/8,
CHRYSLER / DODGE,300,2003,V6 3.5,Automática,431409,Con clima,26 5/8,14 7/8,
CHRYSLER / DODGE,300,2004,V6 3.5,Automática,431409,Con clima,26 5/8,14 7/8,
CHRYSLER / DODGE,300,2005,"V6 2.7 3.5, V8 5.7",Automática,433989,Con clima,24,18,
CHRYSLER / DODGE,300,2006,"V6 2.7 3.5, V8 5.7",Automática,433989,Con clima,24,18,
CHRYSLER / DODGE,300,2007,"V6 2.7 3.5, V8 5.7",Automática,433989,Con clima,24,18,
CHRYSLER / DODGE,300,2008,"V6 2.7 3.5, V8 5.7",Automática,433989,Con clima,24,18,
CHRYSLER / DODGE,300,2009,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2010,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2011,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2012,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2013,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2014,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2015,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2016,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2017,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2018,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2019,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
CHRYSLER / DODGE,300,2020,"V6 3.7 3.6, V8 5.7",Automática,438330,Con clima,24,18,
,,,,,,,,,
CHRYSLER / DODGE,ASPEN,2004,V8 5.7,Automática,433850,Con clima,24 1/8,18 7/8,
CHRYSLER / DODGE,ASPEN,2005,V8 5.7,Automática,433850,Con clima,24 1/8,18 7/8,
CHRYSLER / DODGE,ASPEN,2006,V8 5.7,Automática,433850,Con clima,24 1/8,18 7/8,
CHRYSLER / DODGE,ASPEN,2007,V8 5.7,Automática,433850,Con clima,24 1/8,18 7/8,
CHRYSLER / DODGE,ASPEN,2008,V8 5.7,Automática,433850,Con clima,24 1/8,18 7/8,
CHRYSLER / DODGE,ASPEN,2009,V8 5.7,Automática,433850,Con clima,24 1/8,18 7/8,
,,,,,,,,,
CHRYSLER / DODGE,ATOS,2001,L4 1.0,Estándar,63482,Con clima,14,15 5/16,
CHRYSLER / DODGE,ATOS,2002,L4 1.0,Estándar,63482,Con clima,14,15 5/16,
CHRYSLER / DODGE,ATOS,2003,L4 1.0,Estándar,63482,Con clima,14,15 5/16,
CHRYSLER / DODGE,ATOS,2004,L4 1.0,Estándar,63482,Con clima,14,15 5/16,
CHRYSLER / DODGE,ATOS,2005,L4 1.1,Estándar,63518,Con clima,16 1/8,15 5/8,
CHRYSLER / DODGE,ATOS,2006,L4 1.1,Estándar,63518,Con clima,16 1/8,15 5/8,
CHRYSLER / DODGE,ATOS,2007,L4 1.1,Estándar,63518,Con clima,16 1/8,15 5/8,
CHRYSLER / DODGE,ATOS,2008,L4 1.1,Estándar,63518,Con clima,16 1/8,15 5/8,
