Marca,Modelo,Ano,Motor,Transmision,Parte,Clima,Alto,Ancho,Observaciones,Identificador
Chevrolet,Aveo,2016,L4 1.6,Automática,95227750,Con clima,23 5/8,16 7/16,,738
Chevrolet,Aveo,2017,L4 1.6,Estándar,96817887,Con clima,23 5/8,16 7/16,,739
Chevrolet,Aveo,2017,L4 1.6,Automática,95227750,Con clima,23 5/8,16 7/16,,740
Chevrolet,Aveo,2018,L4 1.5,Estándar,9066054,Con clima,20 1/2,15 15/16,,741
Chevrolet,Aveo,2019,L4 1.5,Estándar,9066054,Con clima,20 1/2,15 15/16,,742
Chevrolet,Aveo,2020,L4 1.5,Estándar,9066054,Con clima,20 1/2,15 15/16,,743
Chevrolet,Aveo,2021,L4 1.5,Estándar,9066054,Con clima,20 1/2,15 15/16,,744
Chevrolet,Aveo,2022,L4 1.5,Estándar,9066054,Con clima,20 1/2,15 15/16,,745
Chevrolet,Blazer / S-10 /S-15 / Sonoma,1985,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,746
Chevrolet,Blazer / S-10 /S-15 / Sonoma,1986,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,747
Chevrolet,Blazer / S-10 /S-15 / Sonoma,1987,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,748
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1988,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,749
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1988,V6 4.3,Automática,432049,Con clima,25 1/4,15,,750
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1989,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,751
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1989,V6 4.3,Automática,432049,Con clima,25 1/4,15,,752
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1990,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,753
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1990,V6 4.3,Automática,432049,Con clima,25 1/4,15,,754
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1991,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,755
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1991,V6 4.3,Automática,432049,Con clima,25 1/4,15,,756
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1992,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,757
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1992,V6 4.3,Automática,432049,Con clima,25 1/4,15,,758
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1993,L4 2.5,Automática,432009,Con clima,23 5/8,15 1/4,,759
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1993,V6 4.3,Automática,432049,Con clima,25 1/4,15,,760
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1994,V6 4.3,Automática,432049,Con clima,25 1/4,15,,761
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1994,V6 4.3,Automática,432389,Con clima,25 1/4,15,,762
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1994,L4 2.2,Automática,432388,Con clima,23 5/8,15,,763
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1995,V6 4.3,Automática,432389,Con clima,25 1/4,15,,764
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1995,L4 2.2,Automática,432388,Con clima,23 5/8,15,,765
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1996,V6 4.3,Automática,431405,Con clima,25 1/4,15,,766
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1996,L4 2.2,Automática,432388,Con clima,23 5/8,15,,767
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1997,V6 4.3,Automática,431405,Con clima,25 1/4,15,,768
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1997,L4 2.2,Automática,432388,Con clima,23 5/8,15,,769
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1998,V6 4.3,Automática,431405,Con clima,25 1/4,15,,770
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1998,L4 2.2,Automática,432388,Con clima,23 5/8,15,,771
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1999,V6 4.3,Automática,431405,Con clima,25 1/4,15,,772
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,1999,L4 2.2,Automática,432388,Con clima,23 5/8,15,,773
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2000,V6 4.3,Automática,431405,Con clima,25 1/4,15,,774
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2000,L4 2.2,Automática,432388,Con clima,23 5/8,15,,775
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2001,V6 4.3,Automática,431405,Con clima,25 1/4,15,,776
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2001,L4 2.2,Automática,432388,Con clima,23 5/8,15,,777
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2002,V6 4.3,Automática,431405,Con clima,25 1/4,15,,778
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2002,L4 2.2,Automática,432388,Con clima,23 5/8,15,,779
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2003,V6 4.3,Automática,431405,Con clima,25 1/4,15,,780
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2003,L4 2.2,Automática,432388,Con clima,23 5/8,15,,781
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2004,V6 4.3,Automática,431405,Con clima,25 1/4,15,,782
Chevrolet,Blazer / S-10 /S-15 / Jimmy / Sonoma,2005,V6 4.3,Automática,431405,Con clima,25 1/4,15,,783
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1969,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,784
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1969,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,785
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1970,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,786
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1910,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,787
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1971,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,788
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1971,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,789
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1972,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,790
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1972,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,791
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1973,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,792
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1973,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,793
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1974,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,794
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1973,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,795
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1975,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,796
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1975,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,797
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1976,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,798
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1976,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,799
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1977,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,800
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1977,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,801
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1978,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,802
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1978,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,803
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1979,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,804
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1979,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,805
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1980,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,806
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1980,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,807
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1981,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,808
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1981,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,809
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1982,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,810
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1982,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,811
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1983,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,812
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1983,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,813
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1984,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,814
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1984,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,815
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1985,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,816
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1985,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,817
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1986,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,818
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1986,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,819
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1987,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,820
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1987,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,821
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1988,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,822
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1988,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,823
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1989,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,824
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1989,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,825
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1989,"V6 4.3, V8 5.0",Automática,432056,Con clima,20 3/4,17 1/4,,826
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1989,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,827
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1990,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,828
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1990,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,829
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1990,"V6 4.3, V8 5.0",Automática,432056,Con clima,20 3/4,17 1/4,,830
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1990,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,831
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1991,"L6 292, V8 350",Estándar,63064,Con clima,28 5/16,17 1/2,,832
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1991,"L6 292, V8 350",Automática,63079,Con clima,28 5/16,17 1/2,,833
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1991,"V6 4.3, V8 5.0",Automática,432056,Con clima,20 3/4,17 1/4,,834
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1991,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,835
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,836
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,837
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,838
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,839
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,840
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,"V6 4.3, V8 5.0",Automática,432056,Con clima,20 3/4,17 1/4,,841
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1992,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,842
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,843
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,844
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,845
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,846
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,847
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,"V6 4.3, V8 5.0",Automática,432056,Con clima,20 3/4,17 1/4,,848
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1993,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,849
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1994,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,850
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1994,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,851
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1994,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,852
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1994,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,853
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1994,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,854
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1994,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,855
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1995,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,856
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1995,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,857
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1995,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,858
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1995,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,859
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1995,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,860
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1995,"V6 4.3, V8 5.0",Automática,432072,Con clima,20 3/4,17 1/4,,861
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1996,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,862
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1996,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,863
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1996,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,864
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1996,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,865
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1996,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,866
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1997,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,867
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1997,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,868
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1997,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,869
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1997,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,870
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1997,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,871
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1998,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,872
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1998,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,873
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1998,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,874
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1998,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,875
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1998,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,,876
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1999,V6 4.3,Automática,432055,Con clima,28 1/4,17 1/4,,877
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1999,"V6 4.3, V8 5.0",Automática,432057,Con clima,28 1/4,17 1/4,,878
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1999,V8 5.0 5.7,Automática,431333,Con clima,34,17 1/2,1 pulgada grueso,879
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1999,V8 5.0 5.7,Automática,431334,Con clima,34,17 1/2,2 pulgadas grueso,880
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",1999,V8 5.0 5.7,Automática,432285,Con clima,34,17 1/2,2 pulgadas grueso,881
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2000,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,882
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2000,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,883
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2000,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,884
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2000,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,885
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2000,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,886
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2001,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,887
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2001,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,888
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2001,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,889
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2001,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,890
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2001,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,891
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2002,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,892
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2002,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,893
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2002,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,894
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2002,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,895
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2002,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,896
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2003,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,897
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2003,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,898
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2003,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,899
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2003,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,900
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2003,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,901
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2004,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,902
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2004,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,903
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2004,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,904
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2004,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,905
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2004,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,906
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2005,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,907
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2005,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,908
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2005,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,909
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2005,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,910
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2005,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,911
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2006,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,912
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2006,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,913
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2006,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,914
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2006,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,915
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2006,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,916
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2007,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,917
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2007,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,918
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2007,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,919
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2007,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,920
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2007,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,921
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2008,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,922
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2008,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,923
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2008,"V8 4.8,5.3,6.0",Automática,432298,Con clima,34,17 1/2,,924
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2008,"V8 4.8,5.3,6.0",Automática,432306,Con clima,34,17 1/2,,925
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2008,"V8 4.8,5.3,6.0",Estándar,432305,Con clima,34,17 1/2,,926
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2009,"V6 4.3, V8 4.8,5.0",Automática,432407,Con clima,28 1/4,17 3/16,,927
Chevrolet,"C-1500/2500, Silverado, Sierra, Pick Up",2009,"V6 4.3, V8 4.8,5.0",Automática,432295,Con clima,28.25,17 3/16,Con sensor,928
